locus_tag	ftype	length_bp	gene	EC_number	COG	product
AGMPGHNC_03522	CDS	2997				hypothetical protein
AGMPGHNC_03523	CDS	2100				hypothetical protein
AGMPGHNC_03524	CDS	444				hypothetical protein
AGMPGHNC_03525	CDS	534				hypothetical protein
AGMPGHNC_03526	CDS	375				hypothetical protein
AGMPGHNC_03527	CDS	948	ybdO_3			putative HTH-type transcriptional regulator YbdO
AGMPGHNC_03528	CDS	1140	dnaJ		COG0484	Chaperone protein DnaJ
AGMPGHNC_03529	CDS	1917	dnaK_1		COG0443	Chaperone protein DnaK
AGMPGHNC_03530	CDS	405				hypothetical protein
AGMPGHNC_03531	CDS	714				hypothetical protein
AGMPGHNC_03532	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
AGMPGHNC_03533	CDS	591	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
AGMPGHNC_03534	CDS	954	talB	2.2.1.2	COG0176	Transaldolase B
AGMPGHNC_03535	CDS	1431	alsT_2		COG1115	Amino-acid carrier protein AlsT
AGMPGHNC_03536	CDS	774	yaaA		COG3022	Peroxide stress resistance protein YaaA
AGMPGHNC_03537	CDS	1287	thrC	4.2.3.1	COG0498	Threonine synthase
AGMPGHNC_03538	CDS	930	thrB	2.7.1.39	COG0083	Homoserine kinase
AGMPGHNC_03539	CDS	2463	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
AGMPGHNC_03540	CDS	687	trmL_2	2.1.1.207		tRNA (cytidine(34)-2'-O)-methyltransferase
AGMPGHNC_03541	CDS	717	arcA_1		COG0745	Aerobic respiration control protein ArcA
AGMPGHNC_03542	CDS	315				hypothetical protein
AGMPGHNC_03543	CDS	672	iprA_3			Inhibitor of hydrogen peroxide resistance
AGMPGHNC_03544	CDS	546	fimF_2			Protein FimF
AGMPGHNC_03545	CDS	684	lpfB_2			putative fimbrial chaperone LpfB
AGMPGHNC_03546	CDS	2538	fimD_2		COG3188	Outer membrane usher protein FimD
AGMPGHNC_03547	CDS	558				hypothetical protein
AGMPGHNC_03548	CDS	1086				hypothetical protein
AGMPGHNC_03549	CDS	1350	creD		COG4452	Inner membrane protein CreD
AGMPGHNC_03550	CDS	1425	creC	2.7.13.3	COG0642	Sensor protein CreC
AGMPGHNC_03551	CDS	690	creB		COG0745	Transcriptional regulatory protein CreB
AGMPGHNC_03552	CDS	489				hypothetical protein
AGMPGHNC_03553	CDS	108				hypothetical protein
AGMPGHNC_03554	CDS	870	rob_2		COG2207	Right origin-binding protein
AGMPGHNC_03555	tRNA	94				tRNA-Gly(tcc)
AGMPGHNC_03556	CDS	516	yjjX	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
AGMPGHNC_03557	CDS	327	trpR		COG2973	Trp operon repressor
AGMPGHNC_03558	CDS	1938	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
AGMPGHNC_03559	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
AGMPGHNC_03560	CDS	1233	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
AGMPGHNC_03561	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
AGMPGHNC_03562	CDS	969	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
AGMPGHNC_03563	CDS	645	ytjB		COG3726	putative inner membrane protein Smp
AGMPGHNC_03564	CDS	1014	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
AGMPGHNC_03565	CDS	690	gltF_1			Protein GltF
AGMPGHNC_03566	CDS	690	gltF_2			Protein GltF
AGMPGHNC_03567	CDS	708				hypothetical protein
AGMPGHNC_03568	CDS	2196	yraJ		COG3188	Outer membrane usher protein YraJ
AGMPGHNC_03569	CDS	573				hypothetical protein
AGMPGHNC_03570	CDS	720	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
AGMPGHNC_03571	CDS	1224	deoB	5.4.2.7	COG1015	Phosphopentomutase
AGMPGHNC_03572	CDS	1323	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
AGMPGHNC_03573	CDS	780	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
AGMPGHNC_03574	CDS	1551	yjjI			putative protein YjjI
AGMPGHNC_03575	CDS	864	yjjW	1.97.1.-	COG1180	Putative glycyl-radical enzyme activating enzyme YjjW
AGMPGHNC_03576	CDS	774	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
AGMPGHNC_03577	CDS	1095				hypothetical protein
AGMPGHNC_03578	CDS	162				hypothetical protein
AGMPGHNC_03579	CDS	618	osmY_3		COG2823	Osmotically-inducible protein Y
AGMPGHNC_03580	CDS	1590	prfC		COG4108	Peptide chain release factor RF3
AGMPGHNC_03581	CDS	681	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
AGMPGHNC_03582	CDS	447	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
AGMPGHNC_03583	CDS	438	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
AGMPGHNC_03584	CDS	1029	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
AGMPGHNC_03585	tRNA	88				tRNA-Leu(cag)
AGMPGHNC_03586	tRNA	87				tRNA-Leu(cag)
AGMPGHNC_03587	tRNA	87				tRNA-Leu(cag)
AGMPGHNC_03588	CDS	237				hypothetical protein
AGMPGHNC_03589	CDS	1065				hypothetical protein
AGMPGHNC_03590	CDS	789	fhuF		COG4114	Ferric iron reductase protein FhuF
AGMPGHNC_03591	CDS	459				hypothetical protein
AGMPGHNC_03592	CDS	420	bglJ		COG2197	Transcriptional activator protein BglJ
AGMPGHNC_03593	CDS	99				hypothetical protein
AGMPGHNC_03594	CDS	726	yjjQ			Putative transcription factor YjjQ
AGMPGHNC_03595	CDS	945	yjjP		COG2966	Inner membrane protein YjjP
AGMPGHNC_03596	CDS	474				hypothetical protein
AGMPGHNC_03597	CDS	540	dnaT			Primosomal protein 1
AGMPGHNC_03598	CDS	738	dnaC_5		COG1484	DNA replication protein DnaC
AGMPGHNC_03599	CDS	462				hypothetical protein
AGMPGHNC_03600	CDS	2292	mdoB	2.7.8.20		Phosphoglycerol transferase I
AGMPGHNC_03601	CDS	1011	frlB_3	3.5.-.-	COG2222	Fructosamine deglycase FrlB
AGMPGHNC_03602	CDS	1062	glmS_2	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
AGMPGHNC_03603	CDS	849	manZ_4		COG3716	PTS system mannose-specific EIID component
AGMPGHNC_03604	CDS	780	agaC_2		COG3715	N-acetylgalactosamine permease IIC component 1
AGMPGHNC_03605	CDS	462	sorB_2	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
AGMPGHNC_03606	CDS	423				hypothetical protein
AGMPGHNC_03607	CDS	2694	dgaR_2			Transcriptional regulatory protein DagR
AGMPGHNC_03608	CDS	1662	tsr_2		COG0840	Methyl-accepting chemotaxis protein I
AGMPGHNC_03609	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
AGMPGHNC_03610	CDS	204				hypothetical protein
AGMPGHNC_03611	CDS	957	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
AGMPGHNC_03612	CDS	303				hypothetical protein
AGMPGHNC_03613	CDS	288				hypothetical protein
AGMPGHNC_03614	CDS	915	mrr		COG1715	Mrr restriction system protein
AGMPGHNC_03615	CDS	3510				hypothetical protein
AGMPGHNC_03616	CDS	1590	hsdM	2.1.1.72	COG0286	Type I restriction enzyme EcoKI M protein
AGMPGHNC_03617	CDS	1410	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
AGMPGHNC_03618	CDS	333	symE_2	3.1.-.-		Toxic protein SymE
AGMPGHNC_03619	CDS	702				hypothetical protein
AGMPGHNC_03620	CDS	165				hypothetical protein
AGMPGHNC_03621	CDS	1371	sad_2	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
AGMPGHNC_03622	CDS	516				hypothetical protein
AGMPGHNC_03623	CDS	1242	mdtM			Multidrug resistance protein MdtM
AGMPGHNC_03624	CDS	1272				hypothetical protein
AGMPGHNC_03625	CDS	1203				hypothetical protein
AGMPGHNC_03626	CDS	672				hypothetical protein
AGMPGHNC_03627	CDS	462	yjiG		COG0700	Inner membrane protein YjiG
AGMPGHNC_03628	CDS	1173	iadA	3.4.19.-		Isoaspartyl dipeptidase
AGMPGHNC_03629	CDS	909	yjiE_2			HTH-type transcriptional regulator YjiE
AGMPGHNC_03630	CDS	735	racX	5.1.1.10	COG1794	Broad specificity amino-acid racemase RacX
AGMPGHNC_03631	CDS	447				hypothetical protein
AGMPGHNC_03632	CDS	1014	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
AGMPGHNC_03633	CDS	726	lldR_3		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
AGMPGHNC_03634	CDS	528				hypothetical protein
AGMPGHNC_03635	CDS	462				hypothetical protein
AGMPGHNC_03636	CDS	912				hypothetical protein
AGMPGHNC_03637	CDS	996				hypothetical protein
AGMPGHNC_03638	CDS	609				hypothetical protein
AGMPGHNC_03639	CDS	297				hypothetical protein
AGMPGHNC_03640	CDS	258				hypothetical protein
AGMPGHNC_03641	CDS	1626	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
AGMPGHNC_03642	CDS	717	yeeN		COG0217	putative transcriptional regulatory protein YeeN
AGMPGHNC_03643	CDS	108				hypothetical protein
AGMPGHNC_03644	CDS	315				hypothetical protein
AGMPGHNC_03645	CDS	609				hypothetical protein
AGMPGHNC_03646	CDS	603				hypothetical protein
AGMPGHNC_03647	CDS	3642				hypothetical protein
AGMPGHNC_03648	CDS	3678				hypothetical protein
AGMPGHNC_03649	CDS	1092				hypothetical protein
AGMPGHNC_03650	CDS	813				hypothetical protein
AGMPGHNC_03651	CDS	2604				hypothetical protein
AGMPGHNC_03652	CDS	2085	lon_3	3.4.21.53		Lon protease
AGMPGHNC_03653	CDS	1008				hypothetical protein
AGMPGHNC_03654	CDS	3516				hypothetical protein
AGMPGHNC_03655	CDS	288	intS		COG0582	Prophage integrase IntS
AGMPGHNC_03656	tRNA	85				tRNA-Leu(caa)
AGMPGHNC_03657	CDS	1020	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
AGMPGHNC_03658	CDS	531	gntK_2	2.7.1.12	COG3265	Thermoresistant gluconokinase
AGMPGHNC_03659	CDS	1032	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
AGMPGHNC_03660	CDS	765	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
AGMPGHNC_03661	CDS	1320	idnT		COG2610	Gnt-II system L-idonate transporter
AGMPGHNC_03662	CDS	999	gntR_4			HTH-type transcriptional regulator GntR
AGMPGHNC_03663	CDS	1083	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
AGMPGHNC_03664	CDS	1101	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
AGMPGHNC_03665	CDS	1512	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
AGMPGHNC_03666	CDS	483	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
AGMPGHNC_03667	CDS	2856	valS	6.1.1.9	COG0525	Valine--tRNA ligase
AGMPGHNC_03668	CDS	1188	yjgN		COG4269	Inner membrane protein YjgN
AGMPGHNC_03669	CDS	504				hypothetical protein
AGMPGHNC_03670	CDS	489				hypothetical protein
AGMPGHNC_03671	CDS	765				hypothetical protein
AGMPGHNC_03672	CDS	417	rraB		COG3076	Regulator of ribonuclease activity B
AGMPGHNC_03673	CDS	1005	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
AGMPGHNC_03674	CDS	453	tabA_2		COG2731	Toxin-antitoxin biofilm protein TabA
AGMPGHNC_03675	CDS	1221	arcA_2	3.5.3.6	COG2235	Arginine deiminase
AGMPGHNC_03676	CDS	933	arcC1	2.7.2.2		Carbamate kinase 1
AGMPGHNC_03677	CDS	1005	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
AGMPGHNC_03678	CDS	1404				hypothetical protein
AGMPGHNC_03679	CDS	489	argR_2			Arginine repressor
AGMPGHNC_03680	CDS	102				hypothetical protein
AGMPGHNC_03681	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
AGMPGHNC_03682	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
AGMPGHNC_03683	CDS	387	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
AGMPGHNC_03684	CDS	447				hypothetical protein
AGMPGHNC_03685	CDS	2709	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
AGMPGHNC_03686	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
AGMPGHNC_03687	CDS	582	treB_1		COG1263	PTS system trehalose-specific EIIBC component
AGMPGHNC_03688	CDS	876	treB_2		COG1263	PTS system trehalose-specific EIIBC component
AGMPGHNC_03689	CDS	1653	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
AGMPGHNC_03690	CDS	2139	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
AGMPGHNC_03691	CDS	465	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
AGMPGHNC_03692	CDS	285	relE_2	3.1.-.-	COG2026	mRNA interferase toxin RelE
AGMPGHNC_03693	CDS	243	relB		COG3077	Antitoxin RelB
AGMPGHNC_03694	CDS	1914	licR		COG1762	putative licABCH operon regulator
AGMPGHNC_03695	CDS	741	dgaF_2	4.1.2.14		2-dehydro-3-deoxy-phosphogluconate aldolase
AGMPGHNC_03696	CDS	1119	dgaE_2	4.3.1.29		D-glucosaminate-6-phosphate ammonia lyase
AGMPGHNC_03697	CDS	1134		3.1.1.-	COG3964	Deacetylase
AGMPGHNC_03698	CDS	645				hypothetical protein
AGMPGHNC_03699	CDS	777				hypothetical protein
AGMPGHNC_03700	CDS	303				hypothetical protein
AGMPGHNC_03701	CDS	363				hypothetical protein
AGMPGHNC_03702	CDS	330				hypothetical protein
AGMPGHNC_03703	CDS	387	cybC		COG3783	Soluble cytochrome b562
AGMPGHNC_03704	CDS	1353	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
AGMPGHNC_03705	CDS	552				hypothetical protein
AGMPGHNC_03706	CDS	885				hypothetical protein
AGMPGHNC_03707	CDS	816				hypothetical protein
AGMPGHNC_03708	CDS	1227	csbX		COG0477	Alpha-ketoglutarate permease
AGMPGHNC_03709	CDS	1023	iolG_2	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
AGMPGHNC_03710	CDS	1941	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
AGMPGHNC_03711	CDS	1932	iolC_1	2.7.1.92		5-dehydro-2-deoxygluconokinase
AGMPGHNC_03712	CDS	1167	yfcJ_2			putative MFS-type transporter YfcJ
AGMPGHNC_03713	CDS	834	iolI	5.3.99.11	COG1082	Inosose isomerase
AGMPGHNC_03714	CDS	1344				hypothetical protein
AGMPGHNC_03715	CDS	1011	iolG_3	1.1.1.18	COG0673	Inositol 2-dehydrogenase
AGMPGHNC_03716	CDS	906	iolE	4.2.1.44	COG1082	Inosose dehydratase
AGMPGHNC_03717	CDS	876	rhaR_7			HTH-type transcriptional activator RhaR
AGMPGHNC_03718	CDS	1506	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
AGMPGHNC_03719	CDS	810	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
AGMPGHNC_03720	CDS	1437	xylE_1			D-xylose-proton symporter
AGMPGHNC_03721	CDS	180				hypothetical protein
AGMPGHNC_03722	CDS	1434	xylE_2			D-xylose-proton symporter
AGMPGHNC_03723	CDS	834	hexR_2		COG1737	HTH-type transcriptional regulator HexR
AGMPGHNC_03724	CDS	315				hypothetical protein
AGMPGHNC_03725	CDS	1380	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
AGMPGHNC_03726	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
AGMPGHNC_03727	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
AGMPGHNC_03728	CDS	1161		3.1.1.-	COG3964	Deacetylase
AGMPGHNC_03729	CDS	1209	sauU_3			putative sulfoacetate transporter SauU
AGMPGHNC_03730	CDS	345	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein YtfP
AGMPGHNC_03731	CDS	3780	tamB		COG2911	Translocation and assembly module subunit TamB
AGMPGHNC_03732	CDS	1734	tamA		COG0729	Translocation and assembly module subunit TamA
AGMPGHNC_03733	CDS	639	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
AGMPGHNC_03734	CDS	1344				hypothetical protein
AGMPGHNC_03735	CDS	207				hypothetical protein
AGMPGHNC_03736	CDS	558	ytfJ		COG3054	putative protein YtfJ
AGMPGHNC_03737	CDS	741	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
AGMPGHNC_03738	CDS	1944	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
AGMPGHNC_03739	CDS	387				hypothetical protein
AGMPGHNC_03740	CDS	849	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
AGMPGHNC_03741	CDS	966	ytfF			Inner membrane protein YtfF
AGMPGHNC_03742	CDS	663	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
AGMPGHNC_03743	CDS	1410	cycA			D-serine/D-alanine/glycine transporter
AGMPGHNC_03744	CDS	621	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
AGMPGHNC_03745	CDS	636				hypothetical protein
AGMPGHNC_03746	CDS	927				hypothetical protein
AGMPGHNC_03747	CDS	450	rplI		COG0359	50S ribosomal protein L9
AGMPGHNC_03748	CDS	228	rpsR		COG0238	30S ribosomal protein S18
AGMPGHNC_03749	CDS	315	priB		COG2965	Primosomal replication protein N
AGMPGHNC_03750	CDS	396	rpsF		COG0360	30S ribosomal protein S6
AGMPGHNC_03751	CDS	276				hypothetical protein
AGMPGHNC_03752	CDS	684	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
AGMPGHNC_03753	CDS	855	ulaE_2	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
AGMPGHNC_03754	CDS	651	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
AGMPGHNC_03755	CDS	465	ulaC_3		COG1762	Ascorbate-specific PTS system EIIA component
AGMPGHNC_03756	CDS	306	ulaB	2.7.1.194	COG3414	Ascorbate-specific PTS system EIIB component
AGMPGHNC_03757	CDS	1398	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
AGMPGHNC_03758	CDS	1065	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
AGMPGHNC_03759	CDS	756	ulaR		COG1349	HTH-type transcriptional regulator UlaR
AGMPGHNC_03760	CDS	750				hypothetical protein
AGMPGHNC_03761	CDS	303	bsmA			Lipoprotein BsmA
AGMPGHNC_03762	CDS	276				hypothetical protein
AGMPGHNC_03763	CDS	1623	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
AGMPGHNC_03764	CDS	1164	yjfC	6.3.1.-	COG0754	Putative acid--amine ligase YjfC
AGMPGHNC_03765	CDS	639				hypothetical protein
AGMPGHNC_03766	CDS	399				hypothetical protein
AGMPGHNC_03767	CDS	660				hypothetical protein
AGMPGHNC_03768	CDS	1071				hypothetical protein
AGMPGHNC_03769	CDS	552				hypothetical protein
AGMPGHNC_03770	CDS	405				hypothetical protein
AGMPGHNC_03771	CDS	732	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
AGMPGHNC_03772	CDS	2439	rnr	3.1.13.1	COG0557	Ribonuclease R
AGMPGHNC_03773	CDS	426	nsrR		COG1959	HTH-type transcriptional repressor NsrR
AGMPGHNC_03774	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
AGMPGHNC_03775	CDS	198				hypothetical protein
AGMPGHNC_03776	CDS	1005	hflC		COG0330	Modulator of FtsH protease HflC
AGMPGHNC_03777	CDS	1260	hflK		COG0330	Modulator of FtsH protease HflK
AGMPGHNC_03778	CDS	1281	hflX		COG2262	GTPase HflX
AGMPGHNC_03779	CDS	309	hfq		COG1923	RNA-binding protein Hfq
AGMPGHNC_03780	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
AGMPGHNC_03781	CDS	1857	mutL		COG0323	DNA mismatch repair protein MutL
AGMPGHNC_03782	CDS	1320	amiB	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiB
AGMPGHNC_03783	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
AGMPGHNC_03784	CDS	1545	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
AGMPGHNC_03785	CDS	1140	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
AGMPGHNC_03786	tRNA	76				tRNA-Gly(gcc)
AGMPGHNC_03787	tRNA	76				tRNA-Gly(gcc)
AGMPGHNC_03788	tRNA	76				tRNA-Gly(gcc)
AGMPGHNC_03789	CDS	741	artJ_1		COG0834	ABC transporter arginine-binding protein 1
AGMPGHNC_03790	CDS	546	orn	3.1.-.-	COG1949	Oligoribonuclease
AGMPGHNC_03791	CDS	1053	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
AGMPGHNC_03792	CDS	969	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
AGMPGHNC_03793	CDS	3327	mscM		COG3264	Miniconductance mechanosensitive channel MscM
AGMPGHNC_03794	CDS	315	yjeO			Inner membrane protein YjeO
AGMPGHNC_03795	CDS	1503	yjeM			Inner membrane transporter YjeM
AGMPGHNC_03796	CDS	978	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
AGMPGHNC_03797	CDS	1791	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
AGMPGHNC_03798	CDS	735	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
AGMPGHNC_03799	CDS	396	frdC		COG3029	Fumarate reductase subunit C
AGMPGHNC_03800	CDS	360	frdD		COG3080	Fumarate reductase subunit D
AGMPGHNC_03801	CDS	534	blc		COG3040	Outer membrane lipoprotein Blc
AGMPGHNC_03802	CDS	318	gdx			Guanidinium exporter
AGMPGHNC_03803	CDS	588	rcsA_2			Transcriptional regulatory protein RcsA
AGMPGHNC_03804	CDS	174				hypothetical protein
AGMPGHNC_03805	CDS	567	efp		COG0231	Elongation factor P
AGMPGHNC_03806	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
AGMPGHNC_03807	CDS	858				hypothetical protein
AGMPGHNC_03808	CDS	354				hypothetical protein
AGMPGHNC_03809	CDS	1647	groL			60 kDa chaperonin
AGMPGHNC_03810	CDS	294	groS		COG0234	10 kDa chaperonin
AGMPGHNC_03811	CDS	1263	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
AGMPGHNC_03812	CDS	477				hypothetical protein
AGMPGHNC_03813	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
AGMPGHNC_03814	CDS	1302	dcuA_2		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
AGMPGHNC_03815	CDS	348	cutA		COG1324	Divalent-cation tolerance protein CutA
AGMPGHNC_03816	CDS	1704	dsbD_2	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
AGMPGHNC_03817	CDS	576				hypothetical protein
AGMPGHNC_03818	tRNA	76				tRNA-Phe(gaa)
AGMPGHNC_03819	CDS	333	hmrR_2			HTH-type transcriptional regulator HmrR
AGMPGHNC_03820	CDS	378				hypothetical protein
AGMPGHNC_03821	CDS	753	phoC	3.1.3.2		Major phosphate-irrepressible acid phosphatase
AGMPGHNC_03822	CDS	492				hypothetical protein
AGMPGHNC_03823	CDS	294				hypothetical protein
AGMPGHNC_03824	CDS	876	gadX_1			HTH-type transcriptional regulator GadX
AGMPGHNC_03825	CDS	273				hypothetical protein
AGMPGHNC_03826	CDS	363				hypothetical protein
AGMPGHNC_03827	CDS	861	yjiK		COG3204	putative protein YjiK
AGMPGHNC_03828	CDS	1401				hypothetical protein
AGMPGHNC_03829	CDS	594	dmsD_2		COG3381	Tat proofreading chaperone DmsD
AGMPGHNC_03830	CDS	774	dmsC_4		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
AGMPGHNC_03831	CDS	627	dmsB_4		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
AGMPGHNC_03832	CDS	2430	dmsA_3	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
AGMPGHNC_03833	CDS	1632	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
AGMPGHNC_03834	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
AGMPGHNC_03835	CDS	267				hypothetical protein
AGMPGHNC_03836	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
AGMPGHNC_03837	CDS	1647	fumB_2	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
AGMPGHNC_03838	CDS	1431	melB		COG2211	Melibiose carrier protein
AGMPGHNC_03839	CDS	1353	melA	3.2.1.22	COG1486	Alpha-galactosidase
AGMPGHNC_03840	CDS	933	melR			Melibiose operon regulatory protein
AGMPGHNC_03841	CDS	2271	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
AGMPGHNC_03842	CDS	795	gadX_2			HTH-type transcriptional regulator GadX
AGMPGHNC_03843	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
AGMPGHNC_03844	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
AGMPGHNC_03845	CDS	669	basR			Transcriptional regulatory protein BasR
AGMPGHNC_03846	CDS	1080	basS	2.7.13.3		Sensor protein BasS
AGMPGHNC_03847	CDS	90				hypothetical protein
AGMPGHNC_03848	CDS	1503	proP_2			Proline/betaine transporter
AGMPGHNC_03849	CDS	336				hypothetical protein
AGMPGHNC_03850	CDS	444				hypothetical protein
AGMPGHNC_03851	CDS	435	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
AGMPGHNC_03852	CDS	909				hypothetical protein
AGMPGHNC_03853	CDS	420	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
AGMPGHNC_03854	CDS	1680	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
AGMPGHNC_03855	CDS	690				hypothetical protein
AGMPGHNC_03856	CDS	1311	gltP		COG1301	Proton/glutamate-aspartate symporter
AGMPGHNC_03857	CDS	621	nrfG		COG4235	Formate-dependent nitrite reductase complex subunit NrfG
AGMPGHNC_03858	CDS	2223				hypothetical protein
AGMPGHNC_03859	CDS	957				hypothetical protein
AGMPGHNC_03860	CDS	672	ydhX		COG0437	putative ferredoxin-like protein YdhX
AGMPGHNC_03861	CDS	567	nrfB			Cytochrome c-type protein NrfB
AGMPGHNC_03862	CDS	1437	nrfA	1.7.2.2	COG3303	Cytochrome c-552
AGMPGHNC_03863	CDS	1959	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
