locus_tag	ftype	length_bp	gene	EC_number	COG	product
GJMMAFOP_06660	CDS	420				hypothetical protein
GJMMAFOP_06661	CDS	393	rpsI_2		COG0103	30S ribosomal protein S9
GJMMAFOP_06662	CDS	438	rplM		COG0102	50S ribosomal protein L13
GJMMAFOP_06663	CDS	744	truA_2	5.4.99.12	COG0101	tRNA pseudouridine synthase A
GJMMAFOP_06664	CDS	798	ecfT_2		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
GJMMAFOP_06665	CDS	870	ecfA2_2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
GJMMAFOP_06666	CDS	846	ecfA1_2	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
GJMMAFOP_06667	CDS	363	rplQ_2		COG0203	50S ribosomal protein L17
GJMMAFOP_06668	CDS	945	rpoA_2	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
GJMMAFOP_06669	CDS	396	rpsK_2		COG0100	30S ribosomal protein S11
GJMMAFOP_06670	CDS	366	rpsM_2		COG0099	30S ribosomal protein S13
GJMMAFOP_06671	CDS	114	rpmJ_2		COG0257	50S ribosomal protein L36
GJMMAFOP_06672	CDS	219	infA_2		COG0361	Translation initiation factor IF-1
GJMMAFOP_06673	CDS	330				hypothetical protein
GJMMAFOP_06674	CDS	747	map_2	3.4.11.18	COG0024	Methionine aminopeptidase 1
GJMMAFOP_06675	CDS	654	adk_2	2.7.4.3	COG0563	Adenylate kinase
GJMMAFOP_06676	CDS	1296	secY_2			Protein translocase subunit SecY
GJMMAFOP_06677	CDS	441	rplO_2		COG0200	50S ribosomal protein L15
GJMMAFOP_06678	CDS	180	rpmD_2		COG1841	50S ribosomal protein L30
GJMMAFOP_06679	CDS	507	rpsE_2		COG0098	30S ribosomal protein S5
GJMMAFOP_06680	CDS	363	rplR_2		COG0256	50S ribosomal protein L18
GJMMAFOP_06681	CDS	537	rplF_2		COG0097	50S ribosomal protein L6
GJMMAFOP_06682	CDS	399	rpsH_2		COG0096	30S ribosomal protein S8
GJMMAFOP_06683	CDS	186	rpsN1_3		COG0199	30S ribosomal protein S14
GJMMAFOP_06684	CDS	540	rplE_2		COG0094	50S ribosomal protein L5
GJMMAFOP_06685	CDS	312	rplX_2		COG0198	50S ribosomal protein L24
GJMMAFOP_06686	CDS	369	rplN_2		COG0093	50S ribosomal protein L14
GJMMAFOP_06687	CDS	264	rpsQ_2		COG0186	30S ribosomal protein S17
GJMMAFOP_06688	CDS	4932	ppsA_2	2.3.1.-	COG1020	Plipastatin synthase subunit A
GJMMAFOP_06689	CDS	7683	ppsB_2	2.3.1.-		Plipastatin synthase subunit B
GJMMAFOP_06690	CDS	654	ppsC_3	2.3.1.-	COG1020	Plipastatin synthase subunit C
GJMMAFOP_06691	CDS	2538	ppsC_4	2.3.1.-	COG1020	Plipastatin synthase subunit C
GJMMAFOP_06692	CDS	4950	ppsD_2	2.3.1.-	COG0318	Plipastatin synthase subunit D
GJMMAFOP_06693	CDS	3819	ppsE_2	2.3.1.-	COG3319	Plipastatin synthase subunit E
GJMMAFOP_06694	CDS	393				hypothetical protein
GJMMAFOP_06695	CDS	1533				hypothetical protein
GJMMAFOP_06696	CDS	174				hypothetical protein
GJMMAFOP_06697	CDS	306				hypothetical protein
GJMMAFOP_06698	CDS	1143	bcd_2	1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
GJMMAFOP_06699	CDS	1650	fadD3_2	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
GJMMAFOP_06700	CDS	1335	cfiB_2	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
GJMMAFOP_06701	CDS	222	yngHB_2		COG0511	Biotin/lipoyl attachment protein
GJMMAFOP_06702	CDS	900	yngG_2	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
GJMMAFOP_06703	CDS	783	crt_2	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
GJMMAFOP_06704	CDS	1530	accD5	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
GJMMAFOP_06705	CDS	1200	nrnB_2	3.1.-.-	COG2404	Oligoribonuclease NrnB
GJMMAFOP_06706	CDS	606				hypothetical protein
GJMMAFOP_06707	CDS	894	gtaB_3	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
GJMMAFOP_06708	CDS	447				hypothetical protein
GJMMAFOP_06709	CDS	1542	xynD_2	3.2.1.55		Arabinoxylan arabinofuranohydrolase
GJMMAFOP_06710	CDS	1269	xynC_2	3.2.1.136		Glucuronoxylanase XynC
GJMMAFOP_06711	CDS	264	ynfE_3			putative protein YnfE
GJMMAFOP_06712	CDS	1500	eglS_2	3.2.1.4	COG2730	Endoglucanase
GJMMAFOP_06713	CDS	1398	alsT_8		COG1115	Amino-acid carrier protein AlsT
GJMMAFOP_06714	CDS	354				hypothetical protein
GJMMAFOP_06715	CDS	126				hypothetical protein
GJMMAFOP_06716	CDS	825	parC_2	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
GJMMAFOP_06717	CDS	2370	srfAA_1		COG0318	Surfactin synthase subunit 1
GJMMAFOP_06718	CDS	3003	srfAA_2		COG0318	Surfactin synthase subunit 1
GJMMAFOP_06719	CDS	3003	srfAB_2			Surfactin synthase subunit 2
GJMMAFOP_06720	CDS	3828	srfAC_2		COG3319	Surfactin synthase subunit 3
GJMMAFOP_06721	CDS	729	srfAD_2	3.1.2.-	COG3208	Surfactin synthase thioesterase subunit
GJMMAFOP_06722	CDS	1227				hypothetical protein
GJMMAFOP_06723	CDS	558				hypothetical protein
GJMMAFOP_06724	CDS	939				hypothetical protein
GJMMAFOP_06725	CDS	1335	gabR_5		COG1167	HTH-type transcriptional regulatory protein GabR
GJMMAFOP_06726	CDS	675	sfp_2	2.7.8.7	COG2091	4'-phosphopantetheinyl transferase Sfp
GJMMAFOP_06727	CDS	648				hypothetical protein
GJMMAFOP_06728	CDS	744	tcyC_2	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
GJMMAFOP_06729	CDS	705	tcyB_2		COG0765	L-cystine transport system permease protein TcyB
GJMMAFOP_06730	CDS	807	tcyA_2		COG0834	L-cystine-binding protein TcyA
GJMMAFOP_06731	CDS	873	benM_2			HTH-type transcriptional regulator BenM
GJMMAFOP_06732	CDS	615	bsdB_2	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
GJMMAFOP_06733	CDS	1422	bsdC_2	4.1.1.61	COG0043	Phenolic acid decarboxylase
GJMMAFOP_06734	CDS	228	bsdD_2			Protein BsdD
GJMMAFOP_06735	CDS	465				hypothetical protein
GJMMAFOP_06736	CDS	846	pip	3.4.11.5		Proline iminopeptidase
GJMMAFOP_06737	CDS	1479	dtpT_2		COG3104	Di-/tripeptide transporter
GJMMAFOP_06738	CDS	1755				hypothetical protein
GJMMAFOP_06739	CDS	222				hypothetical protein
GJMMAFOP_06740	CDS	1635	gerBA_4			Spore germination protein B1
GJMMAFOP_06741	CDS	1224	gerBC_6			Spore germination protein B3
GJMMAFOP_06742	CDS	1122	yndE_6			Spore germination protein YndE
GJMMAFOP_06743	CDS	681	lolD_3	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
GJMMAFOP_06744	CDS	1461				hypothetical protein
GJMMAFOP_06745	CDS	684	srrA_5		COG0745	Transcriptional regulatory protein SrrA
GJMMAFOP_06746	CDS	1419	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
GJMMAFOP_06747	CDS	1149	rapF_3	3.1.-.-	COG0457	Response regulator aspartate phosphatase F
GJMMAFOP_06748	CDS	123	phrC			Phosphatase RapC inhibitor
GJMMAFOP_06749	CDS	114				hypothetical protein
GJMMAFOP_06750	CDS	1365	yclM_2	2.7.2.4	COG0527	Aspartokinase 3
GJMMAFOP_06751	CDS	951	yclN_2		COG4606	Petrobactin import system permease protein YclN
GJMMAFOP_06752	CDS	948	yclO_2		COG4605	Petrobactin import system permease protein YclO
GJMMAFOP_06753	CDS	759	yclP_2	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
GJMMAFOP_06754	CDS	954	yclQ_2		COG4607	Petrobactin-binding protein YclQ
GJMMAFOP_06755	CDS	1419	farB_2			Fatty acid resistance protein FarB
GJMMAFOP_06756	CDS	879				hypothetical protein
GJMMAFOP_06757	CDS	750	nfrA2_2	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
GJMMAFOP_06758	CDS	288	ycnE_2	1.-.-.-	COG1359	Putative monooxygenase YcnE
GJMMAFOP_06759	CDS	315				hypothetical protein
GJMMAFOP_06760	CDS	1440	gabR_6		COG1167	HTH-type transcriptional regulatory protein GabR
GJMMAFOP_06761	CDS	1311	davT_2	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
GJMMAFOP_06762	CDS	1389	gabD_2	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
GJMMAFOP_06763	CDS	864	glcU_2		COG4975	Glucose uptake protein GlcU
GJMMAFOP_06764	CDS	786	gdh_2	1.1.1.47	COG1028	Glucose 1-dehydrogenase
GJMMAFOP_06765	CDS	615	ycnI_2		COG4549	putative protein YcnI
GJMMAFOP_06766	CDS	1626	ycnJ_2		COG1276	Copper transport protein YcnJ
GJMMAFOP_06767	CDS	573	ycnK_2		COG1349	HTH-type transcriptional repressor YcnK
GJMMAFOP_06768	CDS	354	ycnL			putative protein YcnL
GJMMAFOP_06769	CDS	1437	mtlA_2			PTS system mannitol-specific EIICB component
GJMMAFOP_06770	CDS	432	mtlF_2		COG2213	Mannitol-specific phosphotransferase enzyme IIA component
GJMMAFOP_06771	CDS	1122	mtlD_2	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
GJMMAFOP_06772	CDS	1059	dmlA_2	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
GJMMAFOP_06773	CDS	243				hypothetical protein
GJMMAFOP_06774	CDS	426	sipU	3.4.21.89	COG0681	Signal peptidase I U
GJMMAFOP_06775	CDS	609				hypothetical protein
GJMMAFOP_06776	CDS	393	fabZ_4	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
GJMMAFOP_06777	CDS	165				hypothetical protein
GJMMAFOP_06778	CDS	750	ycsE_2	3.1.3.104		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE
GJMMAFOP_06779	CDS	774	pxpA_2	3.5.2.9	COG1540	5-oxoprolinase subunit A
GJMMAFOP_06780	CDS	1215	mntH_2			Divalent metal cation transporter MntH
GJMMAFOP_06781	CDS	792		4.2.1.-	COG4336	Putative hydro-lyase
GJMMAFOP_06782	CDS	723	pxpB_2	3.5.2.9	COG2049	5-oxoprolinase subunit B
GJMMAFOP_06783	CDS	1008	pxpC_2	3.5.2.9	COG1984	5-oxoprolinase subunit C
GJMMAFOP_06784	CDS	756	kipR_3		COG1414	HTH-type transcriptional regulator KipR
GJMMAFOP_06785	CDS	642	lipC_4	3.-.-.-	COG2755	Spore germination lipase LipC
GJMMAFOP_06786	CDS	246				hypothetical protein
GJMMAFOP_06787	CDS	288				hypothetical protein
GJMMAFOP_06788	CDS	2007	mrdA	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
GJMMAFOP_06789	CDS	903	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
GJMMAFOP_06790	CDS	2085	mtlR_2			Transcriptional regulator MtlR
GJMMAFOP_06791	CDS	1512	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
GJMMAFOP_06792	CDS	597	COQ5_5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
GJMMAFOP_06793	CDS	861	ydaD_4	1.-.-.-		General stress protein 39
GJMMAFOP_06794	CDS	504	ydaE_2	5.3.1.15	COG3822	putative D-lyxose ketol-isomerase
GJMMAFOP_06795	CDS	552	ydaF_3	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
GJMMAFOP_06796	CDS	423	ydaG_2		COG3871	General stress protein 26
GJMMAFOP_06797	CDS	810	amj_2			Lipid II flippase Amj
GJMMAFOP_06798	CDS	291				hypothetical protein
GJMMAFOP_06799	CDS	435	lrpC_5		COG1522	HTH-type transcriptional regulator LrpC
GJMMAFOP_06800	CDS	2184	topB_2	5.6.2.1	COG0550	DNA topoisomerase 3
GJMMAFOP_06801	CDS	1089				hypothetical protein
GJMMAFOP_06802	CDS	852	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
GJMMAFOP_06803	CDS	1731				hypothetical protein
GJMMAFOP_06804	CDS	1263		2.4.1.336	COG1215	Beta-monoglucosyldiacylglycerol synthase
GJMMAFOP_06805	CDS	2121				hypothetical protein
GJMMAFOP_06806	CDS	1824	kimA		COG0531	Potassium transporter KimA
GJMMAFOP_06807	CDS	450	rppH_3	3.6.1.-		RNA pyrophosphohydrolase
GJMMAFOP_06808	CDS	1725	ydaP_2		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
GJMMAFOP_06809	CDS	267				hypothetical protein
GJMMAFOP_06810	CDS	1278	mntH_3		COG1914	Divalent metal cation transporter MntH
GJMMAFOP_06811	CDS	258				hypothetical protein
GJMMAFOP_06812	CDS	453				hypothetical protein
GJMMAFOP_06813	CDS	819				hypothetical protein
GJMMAFOP_06814	CDS	372	gsiB_2		COG3729	Glucose starvation-inducible protein B
GJMMAFOP_06815	CDS	342				hypothetical protein
GJMMAFOP_06816	CDS	360				hypothetical protein
GJMMAFOP_06817	CDS	822	ydbD_4	1.11.1.6	COG3546	putative manganese catalase
GJMMAFOP_06818	CDS	1053	dctP_2		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
GJMMAFOP_06819	CDS	1608	dcuS_3	2.7.13.3	COG3290	Sensor histidine kinase DcuS
GJMMAFOP_06820	CDS	681	dcuR_3		COG4565	Transcriptional regulatory protein DcuR
GJMMAFOP_06821	CDS	1266	dctA		COG1301	C4-dicarboxylate transport protein
GJMMAFOP_06822	CDS	1053				hypothetical protein
GJMMAFOP_06823	CDS	927	bcrA_8			Bacitracin transport ATP-binding protein BcrA
GJMMAFOP_06824	CDS	768				hypothetical protein
GJMMAFOP_06825	CDS	336				hypothetical protein
GJMMAFOP_06826	CDS	1146	ydbM_2	1.3.99.-		Putative acyl-CoA dehydrogenase YdbM
GJMMAFOP_06827	CDS	147				hypothetical protein
GJMMAFOP_06828	CDS	165				hypothetical protein
GJMMAFOP_06829	CDS	873	mneS_3		COG0053	Manganese efflux system protein MneS
GJMMAFOP_06830	CDS	321	ydbP_2		COG0526	Thioredoxin-like protein YdbP
GJMMAFOP_06831	CDS	1086	ddl_3	6.3.2.4		D-alanine--D-alanine ligase
GJMMAFOP_06832	CDS	1446	murF_2	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
GJMMAFOP_06833	CDS	1485	cshA_2	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshA
GJMMAFOP_06834	CDS	480				hypothetical protein
GJMMAFOP_06835	CDS	1482				hypothetical protein
GJMMAFOP_06836	CDS	600	glpG	3.4.21.105		Rhomboid protease GlpG
GJMMAFOP_06837	CDS	366	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
GJMMAFOP_06838	CDS	1122	ydcC_2		COG2834	Sporulation protein YdcC
GJMMAFOP_06839	CDS	1170	alr_2	5.1.1.1		Alanine racemase
GJMMAFOP_06840	CDS	282	ndoAI_2		COG0864	Antitoxin EndoAI
GJMMAFOP_06841	CDS	351	ndoA_2	3.1.27.-	COG2337	Endoribonuclease EndoA
GJMMAFOP_06842	CDS	822	rsbRA_2		COG1366	RsbT co-antagonist protein RsbRA
GJMMAFOP_06843	CDS	366	rsbS_2		COG1366	RsbT antagonist protein RsbS
GJMMAFOP_06844	CDS	402	rsbT_2	2.7.11.1	COG2172	Serine/threonine-protein kinase RsbT
GJMMAFOP_06845	CDS	1008	rsbU_2	3.1.3.3	COG2208	Phosphoserine phosphatase RsbU
GJMMAFOP_06846	CDS	330	rsbV_2		COG1366	Anti-sigma-B factor antagonist
GJMMAFOP_06847	CDS	483	rsbW_2	2.7.11.1	COG2172	Serine-protein kinase RsbW
GJMMAFOP_06848	CDS	789	sigB_2		COG1191	RNA polymerase sigma-B factor
GJMMAFOP_06849	CDS	600	rsbX_2	3.1.3.3		Phosphoserine phosphatase RsbX
GJMMAFOP_06850	CDS	117				hypothetical protein
GJMMAFOP_06851	CDS	162				hypothetical protein
GJMMAFOP_06852	CDS	162				hypothetical protein
GJMMAFOP_06853	CDS	441				hypothetical protein
GJMMAFOP_06854	CDS	444				hypothetical protein
GJMMAFOP_06855	CDS	2160	yhgF_2		COG2183	Protein YhgF
GJMMAFOP_06856	CDS	114	cmpA			Cortex morphogenetic protein A
GJMMAFOP_06857	CDS	453				Protein SprT-like protein
GJMMAFOP_06858	tRNA	75				tRNA-Asn(gtt)
GJMMAFOP_06859	tRNA	91				tRNA-Ser(gct)
GJMMAFOP_06860	tRNA	72				tRNA-Glu(ttc)
GJMMAFOP_06861	tRNA	75				tRNA-Gln(ttg)
GJMMAFOP_06862	tRNA	76				tRNA-Lys(ttt)
GJMMAFOP_06863	tRNA	83				tRNA-Leu(tag)
GJMMAFOP_06864	tRNA	84				tRNA-Leu(gag)
GJMMAFOP_06865	CDS	1107	xerC_10			Tyrosine recombinase XerC
GJMMAFOP_06866	CDS	510	immA	3.4.-.-	COG2856	Metallopeptidase ImmA
GJMMAFOP_06867	CDS	384	immR		COG1396	HTH-type transcriptional regulator ImmR
GJMMAFOP_06868	CDS	195	xis			ICEBs1 excisionase
GJMMAFOP_06869	CDS	261				hypothetical protein
GJMMAFOP_06870	CDS	261				hypothetical protein
GJMMAFOP_06871	CDS	381				hypothetical protein
GJMMAFOP_06872	CDS	1443				hypothetical protein
GJMMAFOP_06873	CDS	1059				hypothetical protein
GJMMAFOP_06874	CDS	270				hypothetical protein
GJMMAFOP_06875	CDS	291				hypothetical protein
GJMMAFOP_06876	CDS	219				hypothetical protein
GJMMAFOP_06877	CDS	1065				hypothetical protein
GJMMAFOP_06878	CDS	408	glnR_2		COG0789	HTH-type transcriptional regulator GlnR
GJMMAFOP_06879	CDS	1266				hypothetical protein
GJMMAFOP_06880	CDS	1263	hflX_2		COG2262	GTPase HflX
GJMMAFOP_06881	CDS	966	spoVK_2		COG0464	Stage V sporulation protein K
GJMMAFOP_06882	CDS	699				hypothetical protein
GJMMAFOP_06883	CDS	216				hypothetical protein
GJMMAFOP_06884	CDS	438				hypothetical protein
GJMMAFOP_06885	CDS	606				hypothetical protein
GJMMAFOP_06886	CDS	693				hypothetical protein
GJMMAFOP_06887	CDS	825	ureD1		COG0829	Urease accessory protein UreD
GJMMAFOP_06888	CDS	612	ureG			Urease accessory protein UreG
GJMMAFOP_06889	CDS	684	ureF		COG0830	Urease accessory protein UreF
GJMMAFOP_06890	CDS	456	ureE			Urease accessory protein UreE
GJMMAFOP_06891	CDS	1713	ureC_2	3.5.1.5		Urease subunit alpha
GJMMAFOP_06892	CDS	327	ureB_2	3.5.1.5	COG0832	Urease subunit beta
GJMMAFOP_06893	CDS	303	ureA_2	3.5.1.5		Urease subunit gamma
GJMMAFOP_06894	CDS	945			COG4413	Urea transporter
GJMMAFOP_06895	CDS	252				hypothetical protein
GJMMAFOP_06896	CDS	120				hypothetical protein
GJMMAFOP_06897	CDS	1131	rapI_5	3.1.-.-		Response regulator aspartate phosphatase I
GJMMAFOP_06898	CDS	1257				hypothetical protein
GJMMAFOP_06899	CDS	435				hypothetical protein
GJMMAFOP_06900	CDS	1740	apc4_1	6.4.1.8	COG0146	Acetophenone carboxylase delta subunit
GJMMAFOP_06901	CDS	1479				hypothetical protein
GJMMAFOP_06902	CDS	2106	apc3_1	6.4.1.8	COG0145	Acetophenone carboxylase gamma subunit
GJMMAFOP_06903	CDS	1350	codB		COG1457	Cytosine permease
GJMMAFOP_06904	CDS	387				hypothetical protein
GJMMAFOP_06905	CDS	624	acrR		COG1309	HTH-type transcriptional regulator AcrR
GJMMAFOP_06906	CDS	204				hypothetical protein
GJMMAFOP_06907	CDS	450				hypothetical protein
GJMMAFOP_06908	CDS	486				hypothetical protein
GJMMAFOP_06909	CDS	762	cwlC_2	3.5.1.28	COG0860	Sporulation-specific N-acetylmuramoyl-L-alanine amidase
GJMMAFOP_06910	CDS	975				hypothetical protein
GJMMAFOP_06911	CDS	705				hypothetical protein
GJMMAFOP_06912	CDS	432	perR_4		COG0735	Peroxide operon regulator
GJMMAFOP_06913	CDS	432	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
GJMMAFOP_06914	CDS	873				hypothetical protein
GJMMAFOP_06915	CDS	618				hypothetical protein
GJMMAFOP_06916	CDS	1011	nrdF_4	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
GJMMAFOP_06917	CDS	2103	nrdE_4	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha
GJMMAFOP_06918	CDS	399	nrdI_3		COG1780	Protein NrdI
GJMMAFOP_06919	CDS	213				hypothetical protein
GJMMAFOP_06920	CDS	222	hfq_2		COG1923	RNA-binding protein Hfq
GJMMAFOP_06921	CDS	945	miaA_2	2.5.1.75	COG0324	tRNA dimethylallyltransferase
GJMMAFOP_06922	CDS	399				hypothetical protein
GJMMAFOP_06923	CDS	222				hypothetical protein
GJMMAFOP_06924	CDS	318	ebrA_2			Multidrug resistance protein EbrA
GJMMAFOP_06925	CDS	360	ebrB_2			Multidrug resistance protein EbrB
GJMMAFOP_06926	CDS	456				hypothetical protein
GJMMAFOP_06927	CDS	306				hypothetical protein
GJMMAFOP_06928	CDS	486				hypothetical protein
GJMMAFOP_06929	CDS	417	yesE_2		COG3631	putative protein YesE
GJMMAFOP_06930	CDS	585	comR_2			HTH-type transcriptional repressor ComR
GJMMAFOP_06931	CDS	1269	ydhD_4	3.2.-.-	COG3858	Putative sporulation-specific glycosylase YdhD
GJMMAFOP_06932	CDS	201				hypothetical protein
GJMMAFOP_06933	CDS	300				hypothetical protein
GJMMAFOP_06934	CDS	1578	yveA_3		COG0531	Aspartate-proton symporter
GJMMAFOP_06935	CDS	1191	oleD_4	2.4.1.-		Oleandomycin glycosyltransferase
GJMMAFOP_06936	CDS	1017	pbpE_2		COG1680	Penicillin-binding protein 4*
GJMMAFOP_06937	CDS	651				hypothetical protein
GJMMAFOP_06938	CDS	312				hypothetical protein
GJMMAFOP_06939	CDS	507				hypothetical protein
GJMMAFOP_06940	CDS	1371	hsrA_2			putative transport protein HsrA
GJMMAFOP_06941	CDS	1470	nhaP2		COG3263	K(+)/H(+) antiporter NhaP2
GJMMAFOP_06942	CDS	678				hypothetical protein
GJMMAFOP_06943	CDS	1419				hypothetical protein
GJMMAFOP_06944	CDS	111				hypothetical protein
GJMMAFOP_06945	CDS	414	yjdF_2			putative protein YjdF
GJMMAFOP_06946	CDS	393				hypothetical protein
GJMMAFOP_06947	CDS	987	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
GJMMAFOP_06948	CDS	393				hypothetical protein
GJMMAFOP_06949	CDS	1809				hypothetical protein
GJMMAFOP_06950	CDS	138				hypothetical protein
GJMMAFOP_06951	CDS	1137	rapA_8	3.1.-.-	COG0457	Response regulator aspartate phosphatase A
GJMMAFOP_06952	CDS	390				hypothetical protein
GJMMAFOP_06953	CDS	465	yobK			Antitoxin YobK
GJMMAFOP_06954	CDS	282	yjcS_2		COG1359	putative protein YjcS
GJMMAFOP_06955	CDS	1911	mutL_2		COG0323	DNA mismatch repair protein MutL
GJMMAFOP_06956	CDS	2610	mutS_2		COG0249	DNA mismatch repair protein MutS
GJMMAFOP_06957	CDS	549	cotE_2			Spore coat protein E
GJMMAFOP_06958	CDS	432	ymcA_2		COG4550	putative protein YmcA
GJMMAFOP_06959	CDS	1530	miaB_2	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
GJMMAFOP_06960	CDS	1176		2.3.1.29	COG0156	8-amino-7-oxononanoate synthase/2-amino-3-ketobutyrate coenzyme A ligase
GJMMAFOP_06961	CDS	1041	tdh_2	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
GJMMAFOP_06962	CDS	921				hypothetical protein
GJMMAFOP_06963	CDS	261	spoVS_2		COG2359	Stage V sporulation protein S
GJMMAFOP_06964	CDS	798	ymdB_2	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
GJMMAFOP_06965	CDS	1560	rny_2	3.1.-.-	COG1418	Ribonuclease Y
GJMMAFOP_06966	CDS	1047	recA_2		COG0468	Protein RecA
GJMMAFOP_06967	CDS	1251	cinA_2		COG1058	Putative competence-damage inducible protein
GJMMAFOP_06968	CDS	582	pgsA_2	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
GJMMAFOP_06969	CDS	903	rodZ			Cytoskeleton protein RodZ
GJMMAFOP_06970	CDS	792				hypothetical protein
GJMMAFOP_06971	CDS	258	yflH_3			putative protein YflH
GJMMAFOP_06972	CDS	732	fabG_9	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GJMMAFOP_06973	CDS	1287				hypothetical protein
GJMMAFOP_06974	CDS	1281				hypothetical protein
GJMMAFOP_06975	CDS	1239	ymfD_6			Bacillibactin exporter
GJMMAFOP_06976	CDS	726	nagR_4		COG2188	HTH-type transcriptional repressor NagR
GJMMAFOP_06977	CDS	2349	spoIIIE_2		COG1674	DNA translocase SpoIIIE
GJMMAFOP_06978	CDS	216				hypothetical protein
GJMMAFOP_06979	CDS	747	tepA_2		COG0740	Translocation-enhancing protein TepA
GJMMAFOP_06980	CDS	1665	rnjB_2	3.1.-.-	COG0595	Ribonuclease J2
GJMMAFOP_06981	CDS	870	dapA_3	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
GJMMAFOP_06982	CDS	1215	lysC_2	2.7.2.4	COG0527	Aspartokinase 2
GJMMAFOP_06983	CDS	1041	asd_2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
GJMMAFOP_06984	CDS	591	dpaB_2	1.3.1.-	COG0452	Dipicolinate synthase subunit B
GJMMAFOP_06985	CDS	900	dpaA_2	1.3.1.-		Dipicolinate synthase subunit A
GJMMAFOP_06986	CDS	261				hypothetical protein
GJMMAFOP_06987	CDS	1230		3.4.24.-	COG0612	putative zinc protease
GJMMAFOP_06988	CDS	963				hypothetical protein
GJMMAFOP_06989	CDS	2118	pnp_3	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
GJMMAFOP_06990	CDS	270	rpsO_2		COG0184	30S ribosomal protein S15
GJMMAFOP_06991	CDS	960	ribF_2			Bifunctional riboflavin kinase/FMN adenylyltransferase
GJMMAFOP_06992	CDS	930	truB_2	5.4.99.25		tRNA pseudouridine synthase B
GJMMAFOP_06993	CDS	354	rbfA_2			Ribosome-binding factor A
GJMMAFOP_06994	CDS	279				hypothetical protein
GJMMAFOP_06995	CDS	2157	infB_2			Translation initiation factor IF-2
GJMMAFOP_06996	CDS	303	rplGA_2		COG1358	putative ribosomal protein YlxQ
GJMMAFOP_06997	CDS	273				hypothetical protein
GJMMAFOP_06998	CDS	1119	nusA_2		COG0195	Transcription termination/antitermination protein NusA
GJMMAFOP_06999	CDS	474	rimP_2		COG0779	Ribosome maturation factor RimP
GJMMAFOP_07000	CDS	1035				hypothetical protein
GJMMAFOP_07001	CDS	1683				hypothetical protein
